the_geom,objectid,stop_uid,stop_agency,stop_id,stop_name,lat,lon,stop_code,location_type,parent_station,wheelchair_boarding,intersection_code,stop_place
POINT (-117.105706540053 32.711389570289),"2,680",MTS_10221,MTS,10221,Market St & Morrison St,32.71138957,-117.10570654,10221.0,0,,1.0,N-E/B,
POINT (-117.084382870338 32.576414460157),"1,201",MTS_60041,MTS,60041,Coronado Av & Hollister St,32.57641446,-117.08438287,60041.0,0,,1.0,N-E/B,corhol
POINT (-117.0232289803 32.618128640322),"2,717",MTS_30507,MTS,30507,Medical Center Ct & 751 Sharp Hospital,32.61812864,-117.02322898,30507.0,0,,1.0,M-Street-N/B,shchvi
POINT (-117.073893650312 32.604813660387),"3,360",MTS_30167,MTS,30167,Palomar St & 5th Av,32.60481366,-117.07389365,30167.0,0,,0.0,N-W/B,
POINT (-117.334103999863 33.169633999627),"5,431",NCTD_22061,NCTD,22061,Monroe St & Ave Of Trees,33.169634,-117.334104,22061.0,0,,,N-S/B,
POINT (-117.085081850482 32.60329398958),"3,366",MTS_75008,MTS,75008,Palomar Street Station,32.60329399,-117.08508185,75008.0,0,palS,0.0,M-TC-Train-N/B,palS
POINT (-117.061996719655 32.594635340407),"2,614",MTS_30641,MTS,30641,Main St & Del Monte Av,32.59463534,-117.06199672,30641.0,0,,1.0,F-E/B,
POINT (-117.149702349573 32.706214339767),"2,088",MTS_10115,MTS,10115,Imperial Av & 16th St,32.70621434,-117.14970235,10115.0,0,,1.0,N-E/B,imp16
POINT (-117.082649390343 32.636462689918),325,MTS_30345,MTS,30345,4th Av & G St,32.63646269,-117.08264939,30345.0,0,,1.0,F-S/B,
POINT (-117.121373979522 32.832802380152),"1,105",MTS_13294,MTS,13294,Clairemont Mesa Bl & Murphy Canyon Rd,32.83280238,-117.12137398,13294.0,0,,1.0,N-E/B,
POINT (-116.984815809878 32.632133570401),"2,537",MTS_39049,MTS,39049,Lomas Verdes Station,32.63213357,-116.98481581,39049.0,0,,1.0,N-W/B,lmvst1
POINT (-117.311999000398 33.303550000401),"5,465",NCTD_22134,NCTD,22134,Vandegrift Bl & 13th St (Main Px),33.30355,-117.311999,22134.0,0,,,N-N/B,
POINT (-117.146106470222 32.755741219713),"3,400",MTS_12800,MTS,12800,Park Bl & El Cajon Bl,32.75574122,-117.14610647,12800.0,0,,1.0,F-N/B,
POINT (-117.062520999908 33.145313000355),"5,545",NCTD_22466,NCTD,22466,Lincoln Av & Daisy St,33.145313,-117.062521,22466.0,0,,,F-W/B,
POINT (-117.336589999608 33.210879000144),"4,527",NCTD_20191,NCTD,20191,Mesa Dr & Mainsail Rd,33.210879,-117.33659,20191.0,0,,,F-E/B,
POINT (-117.037226560163 32.60001000032),"2,728",MTS_30432,MTS,30432,Melrose Av & Talus St,32.60001,-117.03722656,30432.0,0,,1.0,M-Street-N/B,
POINT (-117.348018999862 33.205035000236),"4,643",NCTD_20416,NCTD,20416,Mesa Dr & Barnwell St,33.205035,-117.348019,20416.0,0,,,N-W/B,
POINT (-117.179040909565 32.814112610295),"1,753",MTS_12380,MTS,12380,Genesee Av & Genesee Ct E,32.81411261,-117.17904091,12380.0,0,,1.0,N-N/B,
POINT (-117.086129120432 32.709583959605),"1,597",MTS_75068,MTS,75068,Euclid Ave Station,32.70958396,-117.08612912,75068.0,0,eucS,0.0,,eucS
POINT (-117.147576630289 32.740410320262),"3,428",MTS_11666,MTS,11666,Park Bl & Zoo Dr,32.74041032,-117.14757663,11666.0,0,,1.0,N-S/B,
POINT (-116.931168999923 32.845698190241),"4,337",MTS_40565,MTS,40565,Winter Gardens Bl & Rockcrest Rd,32.84569819,-116.931169,40565.0,0,,2.0,N-S/B,
POINT (-117.253544000107 33.178131999722),"5,206",NCTD_21653,NCTD,21653,Melrose Dr & Sunset Dr,33.178132,-117.253544,21653.0,0,,,F-N/B,
POINT (-117.249869999515 33.163721000255),"5,888",NCTD_24366,NCTD,24366,Longhorn Dr & Crystal Ridge Way,33.163721,-117.24987,24366.0,0,,,M-Street-N/B,rbvhs
POINT (-117.282645000236 33.134465999779),"5,931",NCTD_24873,NCTD,24873,Faraday Av & Rutherford Rd,33.134466,-117.282645,24873.0,0,,,M-Street-W/B,
POINT (-117.36872399977 33.184039000221),"5,311",NCTD_21853,NCTD,21853,Oceanside Bl & Coast Hwy,33.184039,-117.368724,21853.0,0,,,N-W/B,ocecoa
POINT (-117.058514789615 33.014841760433),"3,508",MTS_40778,MTS,40778,Pomerado Rd & Caminito Vecinos,33.01484176,-117.05851479,40778.0,0,,1.0,F-N/B,
POINT (-117.078577539915 32.565204139888),"3,235",MTS_60425,MTS,60425,Oro Vista Rd & Tocayo Av,32.56520414,-117.07857754,60425.0,0,,1.0,F-N/B,
POINT (-116.981529999966 33.088649000007),"5,385",NCTD_21978,NCTD,21978,Hwy 78 & SD Archaeological Ctr,33.088649,-116.98153,21978.0,0,,,M-Special_Loc,
POINT (-117.062466919656 32.980792429871),"3,511",MTS_40586,MTS,40586,Pomerado Rd & Colony Dr,32.98079243,-117.06246692,40586.0,0,,1.0,F-S/B,pomcol
POINT (-117.514206000421 33.394164000003),"5,056",NCTD_21291,NCTD,21291,Basilone Rd & San Juan St,33.394164,-117.514206,21291.0,0,,,N-W/B,cponoN
POINT (-117.092159999516 33.1184190003),"6,092",NCTD_27014,NCTD,27014,Escondido Transit Center,33.118419,-117.09216,27014.0,0,,,,SPRETC
POINT (-116.953649000094 33.268607000173),"5,343",NCTD_21907,NCTD,21907,Valley Center Rd & South Resort Dr (Harrah's),33.268607,-116.953649,21907.0,0,,,N-N/B,rincaN
POINT (-117.17290600951 32.777213009694),"2,486",MTS_12719,MTS,12719,Linda Vista Rd & Kramer St,32.77721301,-117.17290601,12719.0,0,,1.0,F-N/B,
POINT (-117.115812100354 32.808827789687),"2,954",MTS_99219,MTS,99219,Murphy Canyon Rd & Aero Dr,32.80882779,-117.1158121,99219.0,0,,1.0,N-N/B,
POINT (-116.871205999884 33.048091000256),"5,054",NCTD_21285,NCTD,21285,Hwy 78 & Olive St,33.048091,-116.871206,21285.0,0,,,N-S/B,
POINT (-117.00631500015 33.228174000213),"4,499",NCTD_20138,NCTD,20138,Valley Center & Rock Hill Ranch Rd,33.228174,-117.006315,20138.0,0,,,N-E/B,
POINT (-117.326844999851 33.162413999845),"5,152",NCTD_21538,NCTD,21538,Monroe St & Chestnut Av,33.162414,-117.326845,21538.0,0,,,F-N/B,monchN
POINT (-117.184180809849 32.759859219998),"2,006",MTS_13095,MTS,13095,Hotel Circle N & 2270,32.75985922,-117.18418081,13095.0,0,,1.0,M-Street-W/B,
POINT (-117.139070429685 32.912668899758),"2,789",MTS_10142,MTS,10142,Mira Mesa Bl & Reagan Rd (E),32.9126689,-117.13907043,10142.0,0,,1.0,N-E/B,
POINT (-117.130054129995 32.752459599879),235,MTS_12819,MTS,12819,30th St & Polk Av,32.7524596,-117.13005413,12819.0,0,,1.0,F-N/B,
POINT (-117.170036739614 32.765407550385),"1,665",MTS_94043,MTS,94043,Fashion Valley Transit Center,32.76540755,-117.17003674,94043.0,0,fasvtc,1.0,M-TC-Bus,fasvtc
POINT (-117.307451999518 33.238812999727),"5,642",NCTD_22652,NCTD,22652,Frazee Rd & Pala Rd,33.238813,-117.307452,22652.0,0,,,N-W/B,
POINT (-117.310498999668 33.203146999798),"4,541",NCTD_20212,NCTD,20212,Oceanside Blvd & Rancho Del Oro Dr,33.203147,-117.310499,20212.0,0,,,F-E/B,rdosta
POINT (-117.016883689928 32.714634409579),"2,277",MTS_10730,MTS,10730,Jamacha Rd & Elkelton Bl,32.71463441,-117.01688369,10730.0,0,,1.0,F-E/B,elkjam
POINT (-116.992386979756 32.646396729903),"1,391",MTS_30148,MTS,30148,East H St & Auburn Av,32.64639673,-116.99238698,30148.0,0,,1.0,F-E/B,
POINT (-116.96369600016 33.247042999903),"5,302",NCTD_21839,NCTD,21839,Valley Center Rd & Kolb Rd,33.247043,-116.963696,21839.0,0,,,F-S/B,
POINT (-117.154590279947 32.71399810045),115,MTS_12781,MTS,12781,11th Av & F St,32.7139981,-117.15459028,12781.0,0,,1.0,F-N/B,
POINT (-117.05632430025 32.769097109872),"2,924",MTS_11050,MTS,11050,Montezuma Rd & Reservoir Dr,32.76909711,-117.0563243,11050.0,0,,1.0,N-W/B,
POINT (-117.204193999617 33.131221000155),"5,577",NCTD_22519,NCTD,22519,San Marcos Bl & Knights Realm,33.131221,-117.204194,22519.0,0,,,F-E/B,smarhs
POINT (-117.124085999824 33.063249999743),"6,008",NCTD_24983,NCTD,24983,Del Dios Hwy & Mt Israel Rd,33.06325,-117.124086,24983.0,0,,,F-E/B,
POINT (-117.064193000479 33.131904999621),"5,679",NCTD_22742,NCTD,22742,Valley Pkwy & Harding St,33.131905,-117.064193,22742.0,0,,,F-W/B,
POINT (-117.004811159642 32.773743549966),"2,414",MTS_11480,MTS,11480,La Mesa Bl & Grossmont Bl,32.77374355,-117.00481116,11480.0,0,,1.0,F-E/B,
POINT (-117.074669529902 32.681590209594),"3,482",MTS_50090,MTS,50090,Plaza Bl & Harbison Av,32.68159021,-117.07466953,50090.0,0,,1.0,F-W/B,
POINT (-117.051725459664 32.666995919858),"3,444",MTS_60733,MTS,60733,Parkside Av & Vesuvia Wy (Parkside Park),32.66699592,-117.05172546,60733.0,0,,1.0,M-Street-S/B,
POINT (-117.234171020381 32.752002859649),"4,288",MTS_13337,MTS,13337,West Point Loma Bl & Mentone St,32.75200286,-117.23417102,13337.0,0,,1.0,N-E/B,
POINT (-117.359047999911 33.208791000156),"4,641",NCTD_20409,NCTD,20409,Mission Av & Amick St,33.208791,-117.359048,20409.0,0,,,N-W/B,
POINT (-117.10199686979 32.686478120022),"1,957",MTS_50198,MTS,50198,Highland Av & Eta St,32.68647812,-117.10199687,50198.0,0,,1.0,F-S/B,
POINT (-117.248196999939 33.382135999575),"5,900",NCTD_24803,NCTD,24803,Alvarado St & 388,33.382136,-117.248197,24803.0,0,,,,
POINT (-117.200072000159 33.146368000117),"5,248",NCTD_21713,NCTD,21713,Rancho Santa Fe Rd & Grand Av,33.146368,-117.200072,21713.0,0,,,F-N/B,
POINT (-117.36201499969 33.174858999834),"4,927",NCTD_21015,NCTD,21015,Coast Hwy & Cassidy St,33.174859,-117.362015,21015.0,0,,,F-S/B,
POINT (-117.123406000016 33.131079000034),"4,803",NCTD_20731,NCTD,20731,Mission Rd & Auto Park Wy,33.131079,-117.123406,20731.0,0,,,F-W/B,msnnoW
POINT (-117.202866710331 32.833071779601),"1,059",MTS_10051,MTS,10051,Clairemont Dr & Merrimac Av,32.83307178,-117.20286671,10051.0,0,,1.0,M-Street-E/B,
POINT (-116.871652999632 33.06194100031),"5,348",NCTD_21912,NCTD,21912,Hwy 78 & Mountain View Church,33.061941,-116.871653,21912.0,0,,,F-S/B,78have
POINT (-117.015885769718 32.766663930339),"2,412",MTS_12979,MTS,12979,La Mesa Bl & Grant Av,32.76666393,-117.01588577,12979.0,0,,1.0,F-N/B,
POINT (-116.879757519611 32.843923410407),"3,153",MTS_40329,MTS,40329,Old Hwy 80 & Pecan Park Ln,32.84392341,-116.87975752,40329.0,0,,1.0,N-W/B,oldpec
POINT (-117.064228900407 32.655702880228),"3,496",MTS_99397,MTS,99397,Plaza Bonita Transit Center,32.65570288,-117.0642289,99397.0,0,,1.0,M-TC-Bus,plzbon
POINT (-117.101122759838 32.735316759686),"1,639",MTS_60628,MTS,60628,Fairmount Av & Olive St,32.73531676,-117.10112276,60628.0,0,,1.0,N-S/B,
POINT (-117.058886160288 32.987151150361),"3,519",MTS_40503,MTS,40503,Pomerado Rd & Kaitz St,32.98715115,-117.05888616,40503.0,0,,1.0,N-S/B,
POINT (-117.110306720021 32.576477940233),"2,147",MTS_60028,MTS,60028,Imperial Beach Bl & 11th St,32.57647794,-117.11030672,60028.0,0,,0.0,N-E/B,
POINT (-117.130582140249 32.762982620339),430,MTS_11297,MTS,11297,Adams Av & 30th St,32.76298262,-117.13058214,11297.0,0,,1.0,F-W/B,30ada
POINT (-117.227351999655 33.198155000338),"6,019",NCTD_24998,NCTD,24998,Eucalyptus Av & Crescent Dr,33.198155,-117.227352,24998.0,0,,,,
POINT (-117.102243950081 32.675388969731),"1,243",MTS_99290,MTS,99290,D Av & Plaza Bl,32.67538897,-117.10224395,99290.0,0,,2.0,N-S/B,
POINT (-116.995725000044 33.228215999999),"4,634",NCTD_20388,NCTD,20388,Valley Center Rd & Queensbridge Rd,33.228216,-116.995725,20388.0,0,,,F-E/B,
POINT (-117.283776999634 33.14232599993),"6,217",NCTD_99990,NCTD,99990,College Bl & El Camino Real,33.142326,-117.283777,99990.0,0,,,,
POINT (-117.271067000241 32.992936999689),"6,228",NCTD_solsta,NCTD,solsta,Solana Beach Station,32.992937,-117.271067,,1,,,,
POINT (-117.311555999575 33.207432999668),"5,853",NCTD_24199,NCTD,24199,Rancho Del Oro Dr & Seagate Way (North),33.207433,-117.311556,24199.0,0,,,,vaclnE
POINT (-117.093812309775 32.698289729697),306,MTS_11737,MTS,11737,47th St & T St,32.69828973,-117.09381231,11737.0,0,,1.0,F-S/B,
POINT (-117.084172410189 32.573035250337),"1,984",MTS_60352,MTS,60352,Hollister St & Ingrid Av,32.57303525,-117.08417241,60352.0,0,,1.0,N-S/B,
POINT (-117.190149540478 32.76958763024),"2,473",MTS_11195,MTS,11195,Linda Vista Rd & Brunner St,32.76958763,-117.19014954,11195.0,0,,1.0,F-W/B,
POINT (-117.107698279651 32.951163409738),"3,615",MTS_12124,MTS,12124,Rancho Penasquitos Bl & Paseo Montril,32.95116341,-117.10769828,12124.0,0,,1.0,F-S/B,pasran
POINT (-117.124753009747 32.705769929988),240,MTS_75072,MTS,75072,32nd/Commercial St Station,32.70576993,-117.12475301,75072.0,0,32nS,0.0,,32nS
POINT (-117.306619000091 33.26621399985),"5,632",NCTD_22636,NCTD,22636,Douglas Dr & Via Cibola,33.266214,-117.306619,22636.0,0,,,F-N/B,
POINT (-117.099086739677 32.729209879784),"2,000",MTS_60630,MTS,60630,Home Av & Fairmount Av,32.72920988,-117.09908674,60630.0,0,,1.0,F-E/B,faihom
POINT (-117.180398000054 32.905617000331),"4,432",NCTD_13205,NCTD,13205,Mira Mesa Bl & Steadman St,32.905617,-117.180398,13205.0,0,,,F-E/B,
POINT (-117.354410000127 33.194389999942),"5,314",NCTD_21857,NCTD,21857,Oceanside Blvd & Crouch St,33.19439,-117.35441,21857.0,0,,,F-E/B,osdcrE
POINT (-117.177857520198 32.751856510012),"2,468",MTS_11213,MTS,11213,Lewis St & Palmetto Wy,32.75185651,-117.17785752,11213.0,0,,0.0,F-W/B,lewste
POINT (-117.200808539957 32.812517670245),"1,032",MTS_12685,MTS,12685,Clairemont Dr & Balboa Av,32.81251767,-117.20080854,12685.0,0,,1.0,F-N/B,clabal
POINT (-117.271705999899 32.99267599985),"5,186",NCTD_21623,NCTD,21623,Hwy 101 & Lomas Santa Fe Dr,32.992676,-117.271706,21623.0,0,,,F-N/B,101loN
POINT (-117.129617550039 32.696024859792),"3,020",MTS_11299,MTS,11299,National Av & 30th St,32.69602486,-117.12961755,11299.0,0,,1.0,F-W/B,
POINT (-117.178610579815 32.751710670379),"2,469",MTS_10076,MTS,10076,Lewis St & Stephens St,32.75171067,-117.17861058,10076.0,0,,0.0,N-E/B,lewste
POINT (-117.26588399959 32.995257000032),"4,760",NCTD_20654,NCTD,20654,Lomas Santa Fe Dr & Nardo Av,32.995257,-117.265884,20654.0,0,,,N-W/B,
POINT (-117.051890819479 32.696975349657),"4,369",MTS_99325,MTS,99325,Woodman St & Plaza Bl,32.69697535,-117.05189082,99325.0,0,,1.0,M-Street-N/B,
POINT (-117.098051999763 33.130197000442),"4,610",NCTD_20345,NCTD,20345,Lincoln Av & Eden Pl,33.130197,-117.098052,20345.0,0,,,F-E/B,linroc
POINT (-116.516485760146 33.210324579579),"2,926",MTS_98047,MTS,98047,Montezuma Valley Rd & Lease Rd,33.21032458,-116.51648576,98047.0,0,,2.0,M-Street-E/B,
POINT (-116.581802660225 32.599585920003),"2,057",MTS_98111,MTS,98111,Hwy 94 & Harris Ranch Rd,32.59958592,-116.58180266,98111.0,0,,2.0,M-Street-E/B,
POINT (-117.108654730365 32.7499833502),"2,082",MTS_88916,MTS,88916,I-15 Centerline Sta & University Av,32.74998335,-117.10865473,88916.0,0,i15unn,0.0,F-N/B,i15unn
POINT (-116.590603819497 33.076357609592),"1,995",MTS_98012,MTS,98012,Hollow Glen Rd & Hwy 78,33.07635761,-116.59060382,98012.0,0,,2.0,M-Street-W/B,
POINT (-117.099238879677 32.584038880317),"3,291",MTS_60145,MTS,60145,Palm Av & 16th St,32.58403888,-117.09923888,60145.0,0,,1.0,N-W/B,
POINT (-117.086418020009 32.643208070208),"1,381",MTS_39051,MTS,39051,E St & Guava St,32.64320807,-117.08641802,39051.0,0,,1.0,N-E/B,
POINT (-117.332417999617 33.202230999853),"5,146",NCTD_21531,NCTD,21531,El Camino Real & Oceanside Bl,33.202231,-117.332418,21531.0,0,,,F-N/B,
POINT (-116.935236369805 32.820271569666),207,MTS_41105,MTS,41105,2nd St & Pepper Dr,32.82027157,-116.93523637,41105.0,0,,1.0,F-S/B,2ndpep
POINT (-117.058664649801 32.578235119912),"3,464",MTS_11786,MTS,11786,Picador Bl & Caminito Quixote,32.57823512,-117.05866465,11786.0,0,,1.0,N-S/B,
POINT (-117.086015809552 32.710114640289),"1,608",MTS_94017,MTS,94017,Euclid Ave Station,32.71011464,-117.08601581,94017.0,0,euctro,1.0,M-TC-Bus,euctro
POINT (-117.245550000391 33.067176000131),"5,543",NCTD_22461,NCTD,22461,Rancho Santa Fe Rd & Olivenhain Rd,33.067176,-117.24555,22461.0,0,,,F-S/B,
POINT (-117.134781259746 32.755163310378),"1,501",MTS_10533,MTS,10533,El Cajon Bl & Oregon St,32.75516331,-117.13478126,10533.0,0,,1.0,F-E/B,elcorg
POINT (-117.065381129761 32.603913829619),272,MTS_11779,MTS,11779,3rd Av & Quintard St,32.60391383,-117.06538113,11779.0,0,,1.0,N-S/B,
POINT (-117.207772000519 33.13187999959),"5,245",NCTD_21709,NCTD,21709,Rancho Santa Fe & San Marcos Blvd,33.13188,-117.207772,21709.0,0,,,F-N/B,rsfsmN
POINT (-117.226274000254 33.219177000303),"5,478",NCTD_22157,NCTD,22157,E Vista Way & Monte Mar Rd,33.219177,-117.226274,22157.0,0,,,F-S/B,
POINT (-117.1711932403 32.784852950293),"2,487",MTS_11618,MTS,11618,Linda Vista Rd & Linda Vista Plaza,32.78485295,-117.17119324,11618.0,0,,1.0,N-S/B,
POINT (-117.289602999641 33.048490000298),"4,462",NCTD_20063,NCTD,20063,Encinitas Bl & I-5,33.04849,-117.289603,20063.0,0,,,N-E/B,
POINT (-117.303433000202 33.166515000166),"4,545",NCTD_20222,NCTD,20222,Carlsbad Village Dr & Chatham Rd,33.166515,-117.303433,20222.0,0,,,F-E/B,
POINT (-117.135596359494 32.906146890278),"4,297",MTS_99207,MTS,99207,Westonhill Dr & Gold Coast Dr,32.90614689,-117.13559636,99207.0,0,,1.0,N-S/B,
POINT (-117.084194080402 32.594223140334),"1,989",MTS_60298,MTS,60298,Hollister St & Main St,32.59422314,-117.08419408,60298.0,0,,1.0,F-S/B,
POINT (-117.140365049547 32.716113529899),191,MTS_11684,MTS,11684,25th St & Broadway,32.71611353,-117.14036505,11684.0,0,,1.0,N-S/B,
POINT (-117.019268390415 32.697309609779),"3,390",MTS_99319,MTS,99319,Paradise Valley Rd & Worthington St,32.69730961,-117.01926839,99319.0,0,,1.0,M-Street-W/B,
POINT (-117.11842031981 32.687517900012),"2,627",MTS_12115,MTS,12115,Main St & Thor St,32.6875179,-117.11842032,12115.0,0,,1.0,F-S/B,
POINT (-117.288647000181 33.136727999772),"6,035",NCTD_25045,NCTD,25045,Faraday Av & Van Allen Way,33.136728,-117.288647,25045.0,0,,,N-E/B,
POINT (-117.260929000064 32.935781999696),"4,994",NCTD_21150,NCTD,21150,N Torrey Pines Rd & Torrey Pines State Beach,32.935782,-117.260929,21150.0,0,,,M-Special_Loc,
POINT (-117.259778000398 33.047423000343),"6,177",NCTD_96030,NCTD,96030,El Camino Real & Encinitas Blvd,33.047423,-117.259778,96030.0,0,,,N-S/B,ecrenc
POINT (-117.06995800031 33.131845999671),"4,489",NCTD_20123,NCTD,20123,Washington Av & Beech St,33.131846,-117.069958,20123.0,0,,,N-E/B,
POINT (-117.096428199995 32.637601510312),"4,354",MTS_60080,MTS,60080,Woodlawn Av & F St,32.63760151,-117.0964282,60080.0,0,,1.0,F-N/B,
POINT (-116.97698009053 32.807785639862),"1,685",MTS_40416,MTS,40416,Fletcher Pkwy & Marshall Av,32.80778564,-116.97698009,40416.0,0,,1.0,M-Street-W/B,
POINT (-117.172346530453 32.751125500246),"1,921",MTS_11613,MTS,11613,Hawk St & Fort Stockton Dr,32.7511255,-117.17234653,11613.0,0,,0.0,N-S/B,hawfor
POINT (-117.045561999809 33.140212000328),"4,494",NCTD_20133,NCTD,20133,Valley Pkwy & Citrus Av (Vons),33.140212,-117.045562,20133.0,0,,,N-E/B,
POINT (-117.086797340158 32.647237530251),317,MTS_11745,MTS,11745,4th Av & D St,32.64723753,-117.08679734,11745.0,0,,1.0,N-S/B,
POINT (-117.249092999688 33.045330000359),"4,769",NCTD_20681,NCTD,20681,Encinitas Bl & Village Park Way,33.04533,-117.249093,20681.0,0,,,F-W/B,
POINT (-117.233961640489 32.870108230184),"4,163",MTS_89006,MTS,89006,Villa La Jolla Dr & Villa Norte,32.87010823,-117.23396164,89006.0,0,,0.0,F-S/B,
POINT (-117.096969319473 32.649979749973),"3,059",MTS_99418,MTS,99418,National City Bl & W 35th St,32.64997975,-117.09696932,99418.0,0,,1.0,F-S/B,
POINT (-117.273578999653 33.120150999941),"5,185",NCTD_21622,NCTD,21622,Yarrow Dr & Camino Vida Roble,33.120151,-117.273579,21622.0,0,,,F-N/B,
POINT (-117.358450000106 33.192387999656),"4,513",NCTD_20170,NCTD,20170,Oceanside Blvd & State Tree Dr,33.192388,-117.35845,20170.0,0,,,F-E/B,ocstre
POINT (-116.927454900372 32.749379230364),"2,261",MTS_40683,MTS,40683,Jamacha Rd & Brabham St,32.74937923,-116.9274549,40683.0,0,,1.0,F-S/B,
POINT (-116.876463869833 32.716941999705),"2,073",MTS_98130,MTS,98130,Hwy 94 & Proctor Valley Rd,32.716942,-116.87646387,98130.0,0,,2.0,N-E/B,jamul
POINT (-117.248590940424 32.869191859817),"2,377",MTS_12623,MTS,12623,La Jolla Shores Dr & Discovery Way,32.86919186,-117.24859094,12623.0,0,,1.0,N-N/B,
POINT (-117.040779270039 32.768944839915),"1,469",MTS_11445,MTS,11445,El Cajon Bl & 73rd St,32.76894484,-117.04077927,11445.0,0,,1.0,F-W/B,elc73
POINT (-117.330381999805 33.158369999794),"4,457",NCTD_20047,NCTD,20047,Magnolia Av & Brady Cr (Jr High),33.15837,-117.330382,20047.0,0,,,F-E/B,
POINT (-117.115065799792 32.584129359593),"3,303",MTS_60178,MTS,60178,Palm Av & 9th St,32.58412936,-117.1150658,60178.0,0,,1.0,F-W/B,pal9t1
POINT (-117.076627719748 32.770867489901),"2,915",MTS_11395,MTS,11395,Montezuma Rd & 55th St,32.77086749,-117.07662772,11395.0,0,,1.0,F-W/B,
POINT (-117.169293869702 32.735369039713),"3,628",MTS_13099,MTS,13099,Reynard Wy & 2850 (Opp),32.73536904,-117.16929387,13099.0,0,,0.0,M-Street-N/B,
POINT (-117.217050999762 33.166538000348),"5,939",NCTD_24885,NCTD,24885,Thibodo Rd & Sycamore Av,33.166538,-117.217051,24885.0,0,,,N-E/B,
POINT (-117.140186920329 32.74837408002),"4,107",MTS_10136,MTS,10136,University Av & Louisiana St,32.74837408,-117.14018692,10136.0,0,,1.0,N-E/B,
POINT (-117.242483000061 32.889558000317),"4,419",NCTD_12316,NCTD,12316,N Torrey Pines Rd & UCSD Northpoint Drwy,32.889558,-117.242483,12316.0,0,,,F-N/B,
POINT (-117.353991999605 33.161686999946),"5,351",NCTD_21927,NCTD,21927,Carlsbad Bl & Cypress Av,33.161687,-117.353992,21927.0,0,,,F-S/B,
POINT (-117.056884000502 33.151694999834),"5,981",NCTD_24940,NCTD,24940,El Norte Pkwy & La Honda Dr,33.151695,-117.056884,24940.0,0,,,N-E/B,
POINT (-117.12109242957 32.81389187982),"3,690",MTS_13149,MTS,13149,Ruffin Rd & 3939,32.81389188,-117.12109243,13149.0,0,,2.0,M-Street-N/B,
POINT (-116.942527960448 32.795068620384),"1,315",MTS_41275,MTS,41275,E Main St & Safari Dr,32.79506862,-116.94252796,41275.0,0,,1.0,F-W/B,
POINT (-116.921818969478 32.86290809015),"2,635",MTS_40090,MTS,40090,Mapleview St & Vine St,32.86290809,-116.92181897,40090.0,0,,1.0,N-E/B,mapvin
POINT (-117.045405359934 32.956658960022),"3,582",MTS_40356,MTS,40356,Poway Rd & Tarascan Rd (Library Plaza),32.95665896,-117.04540536,40356.0,0,,1.0,N-W/B,powbow
POINT (-117.328716999939 33.165303000036),"5,149",NCTD_21535,NCTD,21535,Monroe St & Gayle Way,33.165303,-117.328717,21535.0,0,,,F-N/B,
POINT (-117.084730770422 32.722035329829),"1,569",MTS_12894,MTS,12894,Euclid Av & Federal Bl,32.72203533,-117.08473077,12894.0,0,,1.0,F-N/B,
POINT (-117.273286520238 32.819755110139),"2,358",MTS_11826,MTS,11826,La Jolla Bl & La Canada St,32.81975511,-117.27328652,11826.0,0,,1.0,F-S/B,
POINT (-117.055363849848 32.613519699689),"1,968",MTS_30423,MTS,30423,Hilltop Dr & East Oxford St,32.6135197,-117.05536385,30423.0,0,,1.0,N-N/B,
POINT (-117.169985020237 32.721362940241),"1,216",MTS_75081,MTS,75081,County Center/Little Italy Station,32.72136294,-117.16998502,75081.0,0,cocS,0.0,,cocS
POINT (-117.046890720064 32.619929280279),"1,321",MTS_30122,MTS,30122,E Naples St & Melrose Av,32.61992928,-117.04689072,30122.0,0,,0.0,N-E/B,melnap
POINT (-117.189278999998 32.896612000324),"6,195",NCTD_98551,NCTD,98551,Pacific Heights Bl & Cornerstone Ct,32.896612,-117.189279,98551.0,0,,,,
POINT (-117.348845000063 33.213116999837),"4,708",NCTD_20562,NCTD,20562,Mission Av & Airport Rd,33.213117,-117.348845,20562.0,0,,,F-W/B,misaiW
POINT (-117.167308229595 32.761736599704),"2,008",MTS_99379,MTS,99379,Hotel Circle N & Camino De La Reina,32.7617366,-117.16730823,99379.0,0,,2.0,M-Street-W/B,
POINT (-117.233945999744 32.872489000182),"6,216",NCTD_99931,NCTD,99931,Villa La Jolla Dr & La Jolla Village Dr,32.872489,-117.233946,99931.0,0,,,F-N/B,
POINT (-117.191964999981 32.901310999748),"6,215",NCTD_99458,NCTD,99458,Pacific Heights Blvd & Pacific Mesa Blvd,32.901311,-117.191965,99458.0,0,,,F-N/B,pacpac
POINT (-116.366192479589 32.648363609735),"2,049",MTS_98072,MTS,98072,Hwy 94 & Church Rd,32.64836361,-116.36619248,98072.0,0,,2.0,F-W/B,
POINT (-117.329843000295 33.237632999567),"5,947",NCTD_24895,NCTD,24895,Pala Rd & Christina Ct,33.237633,-117.329843,24895.0,0,,,F-E/B,
POINT (-117.325694999653 33.177897000321),"4,653",NCTD_20434,NCTD,20434,Marron Rd & El Camino Real,33.177897,-117.325695,20434.0,0,,,N-W/B,
POINT (-116.951600339773 32.800368669913),"2,565",MTS_40448,MTS,40448,Madison Av & Mollison Av,32.80036867,-116.95160034,40448.0,0,,1.0,F-W/B,
