GEOID,NAME,pop_total,youth_5_17,youth_10_19,youth_5_17_per_1k,youth_10_19_per_1k,services_ct,transit_stop_ct,services_ct_per_1k_10_19,services_ct_per_1k_5_17
06073000100,Census Tract 1; San Diego County; California,2746.0,360.0,310.0,131.09978150036417,112.89147851420248,7.0,7.0,22.580645161290324,19.444444444444443
06073008351,Census Tract 83.51; San Diego County; California,4817.0,449.0,377.0,93.21154245380944,78.26447996678431,4.0,4.0,10.610079575596817,8.908685968819599
06073008352,Census Tract 83.52; San Diego County; California,4119.0,704.0,456.0,170.91527069677107,110.70648215586309,5.0,5.0,10.964912280701755,7.1022727272727275
06073008353,Census Tract 83.53; San Diego County; California,4802.0,555.0,497.0,115.5768429820908,103.49854227405248,0.0,0.0,0.0,0.0
06073008355,Census Tract 83.55; San Diego County; California,3093.0,397.0,283.0,128.3543485289363,91.49692854833496,0.0,0.0,0.0,0.0
06073008356,Census Tract 83.56; San Diego County; California,3950.0,669.0,366.0,169.36708860759492,92.65822784810126,3.0,3.0,8.19672131147541,4.484304932735426
06073008357,Census Tract 83.57; San Diego County; California,4608.0,423.0,386.0,91.796875,83.76736111111111,7.0,7.0,18.134715025906736,16.548463356973997
06073008358,Census Tract 83.58; San Diego County; California,6522.0,821.0,549.0,125.88163140141062,84.17663293468262,26.0,26.0,47.35883424408014,31.668696711327648
06073008359,Census Tract 83.59; San Diego County; California,4426.0,545.0,397.0,123.13601446000904,89.69724356077722,16.0,16.0,40.30226700251889,29.357798165137616
06073008360,Census Tract 83.60; San Diego County; California,7071.0,1065.0,791.0,150.61518879932115,111.86536557771178,16.0,16.0,20.2275600505689,15.023474178403756
06073008361,Census Tract 83.61; San Diego County; California,2720.0,186.0,167.0,68.38235294117646,61.39705882352941,10.0,10.0,59.880239520958085,53.763440860215056
06073008362,Census Tract 83.62; San Diego County; California,3270.0,460.0,320.0,140.67278287461772,97.85932721712538,5.0,5.0,15.625,10.869565217391305
06073008363,Census Tract 83.63; San Diego County; California,5373.0,211.0,750.0,39.270426205099575,139.58682300390842,3.0,3.0,4.0,14.218009478672986
06073008364,Census Tract 83.64; San Diego County; California,4596.0,300.0,483.0,65.27415143603133,105.09138381201043,3.0,3.0,6.211180124223603,10.0
06073008365,Census Tract 83.65; San Diego County; California,2611.0,385.0,270.0,147.45308310991956,103.40865568747606,0.0,0.0,0.0,0.0
06073008366,Census Tract 83.66; San Diego County; California,6994.0,1468.0,1013.0,209.89419502430655,144.83843294252216,0.0,0.0,0.0,0.0
06073008367,Census Tract 83.67; San Diego County; California,3312.0,676.0,545.0,204.10628019323673,164.55314009661836,0.0,0.0,0.0,0.0
06073008368,Census Tract 83.68; San Diego County; California,6464.0,1354.0,1130.0,209.46782178217825,174.81435643564356,0.0,0.0,0.0,0.0
06073008369,Census Tract 83.69; San Diego County; California,4599.0,970.0,472.0,210.9154163948685,102.63100674059578,0.0,0.0,0.0,0.0
06073008370,Census Tract 83.70; San Diego County; California,3790.0,622.0,447.0,164.11609498680738,117.94195250659632,0.0,0.0,0.0,0.0
06073008371,Census Tract 83.71; San Diego County; California,4005.0,754.0,544.0,188.26466916354556,135.8302122347066,0.0,0.0,0.0,0.0
06073008372,Census Tract 83.72; San Diego County; California,3965.0,917.0,742.0,231.27364438839848,187.1374527112232,0.0,0.0,0.0,0.0
06073008373,Census Tract 83.73; San Diego County; California,3446.0,565.0,354.0,163.95821242019733,102.72780034822983,0.0,0.0,0.0,0.0
06073008374,Census Tract 83.74; San Diego County; California,4170.0,1144.0,857.0,274.3405275779377,205.515587529976,0.0,0.0,0.0,0.0
06073008375,Census Tract 83.75; San Diego County; California,4306.0,67.0,164.0,15.559684161634928,38.086391082210866,3.0,3.0,18.29268292682927,44.776119402985074
06073008376,Census Tract 83.76; San Diego County; California,6335.0,641.0,685.0,101.18389897395424,108.12943962115231,18.0,18.0,26.277372262773724,28.0811232449298
06073008377,Census Tract 83.77; San Diego County; California,1927.0,88.0,123.0,45.66683964711988,63.82978723404256,5.0,5.0,40.65040650406504,56.81818181818182
06073008378,Census Tract 83.78; San Diego County; California,914.0,66.0,26.0,72.21006564551422,28.446389496717725,3.0,3.0,115.38461538461539,45.45454545454545
06073008379,Census Tract 83.79; San Diego County; California,4035.0,178.0,219.0,44.114002478314745,54.27509293680298,3.0,3.0,13.698630136986301,16.853932584269664
06073008380,Census Tract 83.80; San Diego County; California,6512.0,652.0,519.0,100.12285012285012,79.6990171990172,0.0,0.0,0.0,0.0
06073008381,Census Tract 83.81; San Diego County; California,3473.0,334.0,188.0,96.17045781744888,54.13187446012093,0.0,0.0,0.0,0.0
06073008501,Census Tract 85.01; San Diego County; California,5800.0,769.0,610.0,132.58620689655172,105.17241379310344,2.0,2.0,3.278688524590164,2.600780234070221
06073008502,Census Tract 85.02; San Diego County; California,6776.0,1010.0,772.0,149.0554899645809,113.93152302243212,15.0,15.0,19.430051813471504,14.851485148514852
06073008503,Census Tract 85.03; San Diego County; California,7714.0,1345.0,1377.0,174.358309567021,178.50661135597613,14.0,14.0,10.167029774872912,10.408921933085502
06073008504,Census Tract 85.04; San Diego County; California,5896.0,461.0,250.0,78.18860244233379,42.40162822252375,17.0,17.0,68.0,36.8763557483731
06073008505,Census Tract 85.05; San Diego County; California,5406.0,748.0,705.0,138.36477987421384,130.41065482796893,8.0,8.0,11.347517730496454,10.695187165775401
06073008506,Census Tract 85.06; San Diego County; California,4084.0,490.0,445.0,119.98041136141038,108.96180215475025,10.0,10.0,22.471910112359552,20.408163265306122
06073008507,Census Tract 85.07; San Diego County; California,7252.0,1010.0,797.0,139.2719249862107,109.9007170435742,7.0,7.0,8.782936010037641,6.930693069306931
06073008509,Census Tract 85.09; San Diego County; California,6491.0,708.0,471.0,109.07410260360498,72.56200893544909,9.0,9.0,19.10828025477707,12.711864406779661
06073008510,Census Tract 85.10; San Diego County; California,5732.0,542.0,437.0,94.55687369155618,76.23866015352408,11.0,11.0,25.17162471395881,20.29520295202952
06073008511,Census Tract 85.11; San Diego County; California,5362.0,369.0,266.0,68.81760537113017,49.608355091383814,90.0,90.0,338.34586466165416,243.90243902439025
06073008512,Census Tract 85.12; San Diego County; California,4043.0,543.0,341.0,134.30620826119218,84.34330942369527,2.0,2.0,5.865102639296188,3.6832412523020257
06073008513,Census Tract 85.13; San Diego County; California,2909.0,451.0,320.0,155.03609487796493,110.00343760742524,4.0,4.0,12.5,8.869179600886918
06073008600,Census Tract 86; San Diego County; California,6473.0,1229.0,803.0,189.86559555074928,124.0537617797003,6.0,6.0,7.4719800747198,4.882017900732302
06073008701,Census Tract 87.01; San Diego County; California,3320.0,453.0,312.0,136.44578313253012,93.97590361445783,12.0,12.0,38.46153846153846,26.490066225165563
06073008702,Census Tract 87.02; San Diego County; California,5220.0,593.0,669.0,113.6015325670498,128.16091954022988,23.0,23.0,34.379671150971596,38.785834738617204
06073008800,Census Tract 88; San Diego County; California,6269.0,834.0,663.0,133.03557186154092,105.7584941776998,11.0,11.0,16.591251885369534,13.189448441247002
06073008901,Census Tract 89.01; San Diego County; California,5604.0,498.0,352.0,88.86509635974303,62.81227694503926,10.0,10.0,28.40909090909091,20.080321285140563
06073008902,Census Tract 89.02; San Diego County; California,3485.0,102.0,61.0,29.26829268292683,17.50358680057389,40.0,40.0,655.7377049180328,392.15686274509807
06073009000,Census Tract 90; San Diego County; California,4037.0,369.0,393.0,91.40450829824128,97.34951696804558,6.0,6.0,15.267175572519085,16.260162601626018
06073009101,Census Tract 91.01; San Diego County; California,5334.0,534.0,374.0,100.1124859392576,70.11623547056618,19.0,19.0,50.80213903743316,35.58052434456929
06073009102,Census Tract 91.02; San Diego County; California,3923.0,207.0,329.0,52.76574050471578,83.86438949783329,8.0,8.0,24.316109422492403,38.64734299516908
06073009103,Census Tract 91.03; San Diego County; California,4138.0,544.0,285.0,131.46447559207346,68.87385210246497,9.0,9.0,31.57894736842105,16.544117647058822
06073009104,Census Tract 91.04; San Diego County; California,2838.0,389.0,268.0,137.06835799859056,94.43269908386188,5.0,5.0,18.65671641791045,12.853470437017995
06073009107,Census Tract 91.07; San Diego County; California,5066.0,195.0,474.0,38.49190682984603,93.56494275562574,8.0,8.0,16.877637130801688,41.02564102564103
06073009108,Census Tract 91.08; San Diego County; California,2064.0,284.0,187.0,137.5968992248062,90.60077519379846,18.0,18.0,96.2566844919786,63.38028169014085
06073009109,Census Tract 91.09; San Diego County; California,3378.0,28.0,2327.0,8.288928359976317,688.8691533451747,3.0,3.0,1.289213579716373,107.14285714285714
06073009201,Census Tract 92.01; San Diego County; California,5739.0,648.0,512.0,112.91165708311551,89.21414880641227,11.0,11.0,21.484375,16.97530864197531
06073009203,Census Tract 92.03; San Diego County; California,4302.0,264.0,209.0,61.366806136680616,48.58205485820549,0.0,0.0,0.0,0.0
06073009204,Census Tract 92.04; San Diego County; California,4133.0,353.0,456.0,85.4101137188483,110.33147834502782,6.0,6.0,13.157894736842104,16.997167138810198
06073009301,Census Tract 93.01; San Diego County; California,5304.0,871.0,468.0,164.2156862745098,88.23529411764706,13.0,13.0,27.77777777777778,14.925373134328359
06073009305,Census Tract 93.05; San Diego County; California,5262.0,426.0,257.0,80.95781071835803,48.84074496389206,0.0,0.0,0.0,0.0
06073009306,Census Tract 93.06; San Diego County; California,5746.0,748.0,349.0,130.17751479289942,60.737904629307344,7.0,7.0,20.05730659025788,9.358288770053475
06073009307,Census Tract 93.07; San Diego County; California,4328.0,169.0,82.0,39.04805914972273,18.946395563770796,34.0,34.0,414.6341463414634,201.18343195266272
06073009308,Census Tract 93.08; San Diego County; California,4224.0,198.0,355.0,46.875,84.04356060606061,8.0,8.0,22.535211267605632,40.4040404040404
06073009400,Census Tract 94; San Diego County; California,4529.0,633.0,1101.0,139.7659527489512,243.10002207992935,10.0,10.0,9.082652134423252,15.797788309636651
06073009502,Census Tract 95.02; San Diego County; California,4133.0,544.0,239.0,131.62351802564723,57.82724413259134,7.0,7.0,29.288702928870293,12.867647058823529
06073009504,Census Tract 95.04; San Diego County; California,6178.0,1085.0,787.0,175.62317902233733,127.38750404661702,1.0,1.0,1.2706480304955527,0.9216589861751152
06073009505,Census Tract 95.05; San Diego County; California,6159.0,687.0,497.0,111.54408183146614,80.69491800616983,2.0,2.0,4.0241448692152915,2.911208151382824
06073009506,Census Tract 95.06; San Diego County; California,4582.0,776.0,559.0,169.3583587952859,121.9991270187691,9.0,9.0,16.100178890876567,11.597938144329897
06073009507,Census Tract 95.07; San Diego County; California,3934.0,557.0,425.0,141.58617183528216,108.03253685815965,0.0,0.0,0.0,0.0
06073009509,Census Tract 95.09; San Diego County; California,5744.0,613.0,513.0,106.7200557103064,89.31058495821728,3.0,3.0,5.847953216374269,4.893964110929853
06073009510,Census Tract 95.10; San Diego County; California,4752.0,1229.0,486.0,258.62794612794613,102.27272727272728,9.0,9.0,18.51851851851852,7.323026851098454
06073009511,Census Tract 95.11; San Diego County; California,4283.0,1450.0,825.0,338.547746906374,192.62199392948867,1.0,1.0,1.2121212121212122,0.6896551724137931
06073009602,Census Tract 96.02; San Diego County; California,4083.0,690.0,435.0,168.9933872152829,106.539309331374,7.0,7.0,16.091954022988507,10.144927536231885
06073009603,Census Tract 96.03; San Diego County; California,6270.0,654.0,418.0,104.30622009569376,66.66666666666667,14.0,14.0,33.49282296650718,21.406727828746178
06073009604,Census Tract 96.04; San Diego County; California,3212.0,225.0,209.0,70.04981320049814,65.06849315068493,21.0,21.0,100.47846889952153,93.33333333333333
06073009703,Census Tract 97.03; San Diego County; California,3595.0,500.0,281.0,139.08205841446454,78.16411682892907,8.0,8.0,28.469750889679716,16.0
06073009704,Census Tract 97.04; San Diego County; California,6587.0,1046.0,732.0,158.79763169880067,111.1279793532716,3.0,3.0,4.098360655737705,2.8680688336520075
06073009705,Census Tract 97.05; San Diego County; California,3700.0,682.0,425.0,184.32432432432432,114.86486486486488,3.0,3.0,7.0588235294117645,4.39882697947214
06073009706,Census Tract 97.06; San Diego County; California,7197.0,1438.0,890.0,199.8054745032653,123.66263720994858,10.0,10.0,11.235955056179776,6.954102920723226
06073009801,Census Tract 98.01; San Diego County; California,5070.0,501.0,416.0,98.81656804733728,82.05128205128206,10.0,10.0,24.03846153846154,19.960079840319363
06073009802,Census Tract 98.02; San Diego County; California,7026.0,1341.0,680.0,190.86251067463704,96.7833760318816,13.0,13.0,19.11764705882353,9.694258016405668
06073009804,Census Tract 98.04; San Diego County; California,5792.0,998.0,784.0,172.30662983425415,135.35911602209944,1.0,1.0,1.2755102040816326,1.002004008016032
06073009805,Census Tract 98.05; San Diego County; California,4559.0,595.0,580.0,130.5110769905681,127.22088177231848,0.0,0.0,0.0,0.0
06073009901,Census Tract 99.01; San Diego County; California,1462.0,0.0,52.0,0.0,35.56771545827633,19.0,19.0,365.38461538461536,
06073009902,Census Tract 99.02; San Diego County; California,0.0,0.0,0.0,,,0.0,0.0,,
06073010001,Census Tract 100.01; San Diego County; California,3948.0,559.0,384.0,141.59067882472138,97.2644376899696,9.0,9.0,23.4375,16.100178890876567
06073010003,Census Tract 100.03; San Diego County; California,4972.0,531.0,391.0,106.79806918744973,78.64038616251005,5.0,5.0,12.787723785166241,9.416195856873824
06073010004,Census Tract 100.04; San Diego County; California,5229.0,1058.0,1079.0,202.33314209217824,206.34920634920636,6.0,6.0,5.560704355885079,5.671077504725898
06073010005,Census Tract 100.05; San Diego County; California,6443.0,899.0,555.0,139.53127425112524,86.13999689585597,4.0,4.0,7.207207207207207,4.4493882091212456
06073010009,Census Tract 100.09; San Diego County; California,5436.0,753.0,426.0,138.52097130242825,78.36644591611478,12.0,12.0,28.169014084507044,15.936254980079681
06073010010,Census Tract 100.10; San Diego County; California,4807.0,917.0,742.0,190.76346993967132,154.3582275847722,9.0,9.0,12.129380053908356,9.814612868047982
06073010011,Census Tract 100.11; San Diego County; California,4472.0,801.0,763.0,179.11449016100178,170.61717352415027,8.0,8.0,10.484927916120578,9.987515605493133
06073010012,Census Tract 100.12; San Diego County; California,4605.0,784.0,604.0,170.24972855591747,131.1617806731813,7.0,7.0,11.589403973509933,8.928571428571429
06073010013,Census Tract 100.13; San Diego County; California,4845.0,1059.0,911.0,218.57585139318888,188.02889576883385,24.0,24.0,26.344676180021953,22.662889518413596
06073010015,Census Tract 100.15; San Diego County; California,4646.0,663.0,575.0,142.70340077486009,123.76237623762376,62.0,62.0,107.82608695652173,93.51432880844645
06073010016,Census Tract 100.16; San Diego County; California,3217.0,0.0,4.0,0.0,1.2433944668946224,7.0,7.0,1750.0,
06073010017,Census Tract 100.17; San Diego County; California,6581.0,1429.0,919.0,217.14025224130071,139.6444309375475,9.0,9.0,9.793253536452665,6.298110566829951
06073010018,Census Tract 100.18; San Diego County; California,6695.0,1194.0,1079.0,178.34204630321136,161.16504854368932,1.0,1.0,0.9267840593141798,0.8375209380234506
06073010019,Census Tract 100.19; San Diego County; California,3568.0,490.0,377.0,137.33183856502242,105.66143497757848,1.0,1.0,2.6525198938992043,2.0408163265306123
06073010103,Census Tract 101.03; San Diego County; California,6592.0,838.0,789.0,127.123786407767,119.69053398058252,12.0,12.0,15.209125475285171,14.319809069212411
06073010104,Census Tract 101.04; San Diego County; California,3203.0,393.0,355.0,122.69747112082425,110.83359350608804,11.0,11.0,30.985915492957748,27.989821882951652
06073010106,Census Tract 101.06; San Diego County; California,4704.0,978.0,742.0,207.90816326530611,157.73809523809524,29.0,29.0,39.08355795148248,29.652351738241308
06073010107,Census Tract 101.07; San Diego County; California,5928.0,1051.0,975.0,177.29419703103915,164.47368421052633,22.0,22.0,22.564102564102566,20.93244529019981
06073010109,Census Tract 101.09; San Diego County; California,4824.0,927.0,959.0,192.16417910447765,198.79767827529025,1.0,1.0,1.0427528675703859,1.0787486515641855
06073010110,Census Tract 101.10; San Diego County; California,7368.0,1692.0,1178.0,229.64169381107493,159.88056460369165,10.0,10.0,8.488964346349745,5.91016548463357
06073010111,Census Tract 101.11; San Diego County; California,3614.0,722.0,643.0,199.7786386275595,177.91920309905922,9.0,9.0,13.996889580093313,12.465373961218837
06073010112,Census Tract 101.12; San Diego County; California,5241.0,1346.0,1047.0,256.821217324938,199.77103606182027,8.0,8.0,7.640878701050621,5.943536404160476
06073010201,Census Tract 102.01; San Diego County; California,3562.0,488.0,655.0,137.00168444693992,183.88545760808535,11.0,11.0,16.793893129770993,22.540983606557376
06073010202,Census Tract 102.02; San Diego County; California,3473.0,514.0,404.0,147.9988482579902,116.32594298877052,8.0,8.0,19.801980198019802,15.56420233463035
06073010300,Census Tract 103; San Diego County; California,4240.0,558.0,484.0,131.60377358490567,114.1509433962264,10.0,10.0,20.66115702479339,17.921146953405017
06073010401,Census Tract 104.01; San Diego County; California,2150.0,225.0,268.0,104.65116279069768,124.65116279069768,2.0,2.0,7.462686567164179,8.88888888888889
06073010402,Census Tract 104.02; San Diego County; California,5442.0,871.0,497.0,160.05145167217935,91.32671811833885,8.0,8.0,16.096579476861166,9.184845005740527
06073010501,Census Tract 105.01; San Diego County; California,1288.0,127.0,105.0,98.6024844720497,81.52173913043478,7.0,7.0,66.66666666666667,55.118110236220474
06073010502,Census Tract 105.02; San Diego County; California,5742.0,995.0,663.0,173.28456983629397,115.4649947753396,9.0,9.0,13.574660633484163,9.045226130653266
06073010601,Census Tract 106.01; San Diego County; California,1981.0,300.0,202.0,151.4386673397274,101.96870267541644,3.0,3.0,14.851485148514852,10.0
06073010800,Census Tract 108; San Diego County; California,2474.0,557.0,412.0,225.14147130153597,166.53193209377525,4.0,4.0,9.70873786407767,7.1813285457809695
06073010900,Census Tract 109; San Diego County; California,1581.0,306.0,237.0,193.5483870967742,149.90512333965845,4.0,4.0,16.877637130801688,13.071895424836601
06073011000,Census Tract 110; San Diego County; California,2787.0,365.0,282.0,130.96519555077143,101.18406889128094,17.0,17.0,60.283687943262414,46.57534246575342
06073011100,Census Tract 111; San Diego County; California,3531.0,575.0,557.0,162.84338714245257,157.74568111016708,9.0,9.0,16.15798922800718,15.652173913043478
06073011300,Census Tract 113; San Diego County; California,2386.0,50.0,203.0,20.955574182732608,85.07963118189438,1.0,1.0,4.926108374384237,20.0
06073011601,Census Tract 116.01; San Diego County; California,5796.0,1055.0,843.0,182.02208419599725,145.44513457556937,10.0,10.0,11.862396204033216,9.47867298578199
06073011602,Census Tract 116.02; San Diego County; California,3671.0,625.0,603.0,170.25333696540451,164.26041950422228,13.0,13.0,21.558872305140962,20.8
06073011700,Census Tract 117; San Diego County; California,7376.0,1222.0,1071.0,165.67245119305858,145.2006507592191,34.0,34.0,31.746031746031747,27.823240589198036
06073011801,Census Tract 118.01; San Diego County; California,3278.0,560.0,436.0,170.83587553386212,133.00793166564978,14.0,14.0,32.11009174311926,25.0
06073011802,Census Tract 118.02; San Diego County; California,7161.0,2004.0,1559.0,279.8491830749895,217.70702415863707,14.0,14.0,8.980115458627326,6.986027944111776
06073011902,Census Tract 119.02; San Diego County; California,6135.0,729.0,667.0,118.82640586797066,108.720456397718,17.0,17.0,25.487256371814095,23.319615912208505
06073012002,Census Tract 120.02; San Diego County; California,3319.0,544.0,543.0,163.90479059957818,163.6034950286231,8.0,8.0,14.732965009208103,14.705882352941176
06073012003,Census Tract 120.03; San Diego County; California,2899.0,535.0,450.0,184.5463953087271,155.2259399793032,14.0,14.0,31.11111111111111,26.16822429906542
06073012101,Census Tract 121.01; San Diego County; California,2193.0,192.0,201.0,87.55129958960329,91.65526675786592,7.0,7.0,34.82587064676617,36.458333333333336
06073012102,Census Tract 121.02; San Diego County; California,2753.0,486.0,319.0,176.53468942971304,115.87359244460588,5.0,5.0,15.67398119122257,10.2880658436214
06073012200,Census Tract 122; San Diego County; California,3355.0,625.0,572.0,186.28912071535024,170.49180327868854,12.0,12.0,20.97902097902098,19.2
06073012302,Census Tract 123.02; San Diego County; California,1533.0,83.0,69.0,54.14220482713633,45.00978473581213,11.0,11.0,159.42028985507247,132.53012048192772
06073012303,Census Tract 123.03; San Diego County; California,3847.0,484.0,370.0,125.81232128931634,96.1788406550559,5.0,5.0,13.513513513513514,10.330578512396695
06073012304,Census Tract 123.04; San Diego County; California,4427.0,691.0,525.0,156.08764400271065,118.5904675852722,8.0,8.0,15.238095238095237,11.577424023154848
06073012401,Census Tract 124.01; San Diego County; California,3151.0,390.0,429.0,123.77023167248493,136.14725483973342,9.0,9.0,20.97902097902098,23.076923076923077
06073012402,Census Tract 124.02; San Diego County; California,5448.0,1354.0,935.0,248.53157121879588,171.62261380323054,12.0,12.0,12.834224598930481,8.862629246676514
06073012501,Census Tract 125.01; San Diego County; California,3980.0,717.0,500.0,180.15075376884425,125.6281407035176,8.0,8.0,16.0,11.157601115760112
06073012502,Census Tract 125.02; San Diego County; California,4830.0,936.0,499.0,193.7888198757764,103.31262939958592,16.0,16.0,32.06412825651302,17.094017094017094
06073012600,Census Tract 126; San Diego County; California,4700.0,763.0,649.0,162.3404255319149,138.08510638297872,6.0,6.0,9.244992295839754,7.863695937090433
06073012700,Census Tract 127; San Diego County; California,4882.0,726.0,659.0,148.70954526833265,134.98566161409258,17.0,17.0,25.796661608497725,23.415977961432507
06073012800,Census Tract 128; San Diego County; California,3797.0,575.0,447.0,151.43534369238873,117.7245193573874,12.0,12.0,26.845637583892618,20.869565217391305
06073012900,Census Tract 129; San Diego County; California,3741.0,892.0,670.0,238.4389200748463,179.09649826249665,6.0,6.0,8.955223880597014,6.726457399103139
06073013000,Census Tract 130; San Diego County; California,5526.0,646.0,418.0,116.9019182048498,75.64241766196163,10.0,10.0,23.923444976076556,15.479876160990711
06073013102,Census Tract 131.02; San Diego County; California,6868.0,1273.0,914.0,185.3523587652883,133.08095515433897,15.0,15.0,16.411378555798688,11.783189316575019
06073013103,Census Tract 131.03; San Diego County; California,2485.0,278.0,242.0,111.87122736418512,97.38430583501004,6.0,6.0,24.793388429752067,21.58273381294964
06073013104,Census Tract 131.04; San Diego County; California,5718.0,915.0,782.0,160.02098635886674,136.76110528156698,3.0,3.0,3.836317135549872,3.278688524590164
06073013203,Census Tract 132.03; San Diego County; California,6020.0,1310.0,985.0,217.6079734219269,163.62126245847176,15.0,15.0,15.228426395939087,11.450381679389313
06073013204,Census Tract 132.04; San Diego County; California,4522.0,546.0,541.0,120.74303405572756,119.63732861565678,11.0,11.0,20.33271719038817,20.146520146520146
06073013205,Census Tract 132.05; San Diego County; California,2182.0,445.0,403.0,203.94133822181485,184.6929422548121,14.0,14.0,34.7394540942928,31.46067415730337
06073013206,Census Tract 132.06; San Diego County; California,5999.0,1017.0,667.0,169.5282547091182,111.18519753292216,22.0,22.0,32.98350824587706,21.632251720747295
06073013301,Census Tract 133.01; San Diego County; California,4860.0,756.0,453.0,155.55555555555554,93.20987654320987,7.0,7.0,15.45253863134658,9.25925925925926
06073013302,Census Tract 133.02; San Diego County; California,7029.0,1765.0,1327.0,251.102575046237,188.7893014653578,12.0,12.0,9.04295403165034,6.798866855524079
06073013303,Census Tract 133.03; San Diego County; California,4593.0,792.0,642.0,172.43631613324624,139.77792292619202,10.0,10.0,15.576323987538942,12.626262626262626
06073013306,Census Tract 133.06; San Diego County; California,4066.0,682.0,538.0,167.7324151500246,132.316773241515,9.0,9.0,16.728624535315983,13.196480938416423
06073013307,Census Tract 133.07; San Diego County; California,4538.0,832.0,826.0,183.34067871308943,182.01851035698544,12.0,12.0,14.527845036319613,14.423076923076923
06073013308,Census Tract 133.08; San Diego County; California,3885.0,700.0,551.0,180.18018018018017,141.82754182754184,3.0,3.0,5.44464609800363,4.285714285714286
06073013309,Census Tract 133.09; San Diego County; California,7211.0,1044.0,653.0,144.77881015115796,90.5560948550825,14.0,14.0,21.43950995405819,13.409961685823754
06073013312,Census Tract 133.12; San Diego County; California,2794.0,611.0,513.0,218.68289191123836,183.60773085182535,4.0,4.0,7.797270955165692,6.546644844517185
06073013315,Census Tract 133.15; San Diego County; California,3893.0,786.0,617.0,201.90084767531468,158.48959671204727,2.0,2.0,3.2414910858995136,2.544529262086514
06073013316,Census Tract 133.16; San Diego County; California,7733.0,1627.0,1154.0,210.39699987068408,149.23057028320187,10.0,10.0,8.665511265164644,6.146281499692686
06073013317,Census Tract 133.17; San Diego County; California,16919.0,3829.0,2913.0,226.31361191559785,172.17329629410722,5.0,5.0,1.7164435290078957,1.3058239749281797
06073013318,Census Tract 133.18; San Diego County; California,7687.0,2021.0,1687.0,262.91140887212174,219.4614283855861,2.0,2.0,1.1855364552459988,0.9896091044037605
06073013319,Census Tract 133.19; San Diego County; California,8534.0,1795.0,1094.0,210.33513006796343,128.19310991328803,5.0,5.0,4.570383912248629,2.785515320334262
06073013320,Census Tract 133.20; San Diego County; California,6850.0,1550.0,1106.0,226.27737226277372,161.45985401459853,0.0,0.0,0.0,0.0
06073013321,Census Tract 133.21; San Diego County; California,8375.0,2113.0,1558.0,252.29850746268656,186.02985074626864,0.0,0.0,0.0,0.0
06073013322,Census Tract 133.22; San Diego County; California,4594.0,1218.0,903.0,265.1284283848498,196.56073138876795,4.0,4.0,4.4296788482834994,3.284072249589491
06073013323,Census Tract 133.23; San Diego County; California,7172.0,1610.0,1060.0,224.48410485220305,147.79698828778584,4.0,4.0,3.7735849056603774,2.484472049689441
06073013324,Census Tract 133.24; San Diego County; California,2349.0,531.0,568.0,226.0536398467433,241.8050234142188,4.0,4.0,7.042253521126761,7.532956685499058
06073013325,Census Tract 133.25; San Diego County; California,5764.0,962.0,602.0,166.89798750867453,104.441360166551,4.0,4.0,6.644518272425249,4.158004158004158
06073013326,Census Tract 133.26; San Diego County; California,3860.0,532.0,468.0,137.8238341968912,121.24352331606218,7.0,7.0,14.957264957264957,13.157894736842104
06073013327,Census Tract 133.27; San Diego County; California,5851.0,833.0,587.0,142.36882584173645,100.32473081524526,14.0,14.0,23.850085178875638,16.80672268907563
06073013401,Census Tract 134.01; San Diego County; California,4670.0,865.0,715.0,185.22483940042827,153.10492505353318,2.0,2.0,2.797202797202797,2.3121387283236996
06073013409,Census Tract 134.09; San Diego County; California,6105.0,936.0,780.0,153.31695331695332,127.76412776412776,4.0,4.0,5.128205128205129,4.273504273504273
06073013411,Census Tract 134.11; San Diego County; California,4838.0,812.0,646.0,167.83794956593633,133.52625051674246,3.0,3.0,4.643962848297214,3.6945812807881775
06073013412,Census Tract 134.12; San Diego County; California,5177.0,677.0,520.0,130.77071663125363,100.44427274483292,9.0,9.0,17.307692307692307,13.293943870014772
06073013414,Census Tract 134.14; San Diego County; California,7570.0,1018.0,1074.0,134.4782034346103,141.87582562747687,3.0,3.0,2.793296089385475,2.9469548133595285
06073013415,Census Tract 134.15; San Diego County; California,1497.0,247.0,210.0,164.99665998663994,140.28056112224448,8.0,8.0,38.095238095238095,32.388663967611336
06073013416,Census Tract 134.16; San Diego County; California,4411.0,844.0,576.0,191.33983223758784,130.5826343232827,9.0,9.0,15.625,10.663507109004739
06073013417,Census Tract 134.17; San Diego County; California,2140.0,422.0,260.0,197.19626168224295,121.49532710280374,1.0,1.0,3.8461538461538463,2.3696682464454977
06073013418,Census Tract 134.18; San Diego County; California,5874.0,1131.0,976.0,192.54341164453524,166.15594143684032,2.0,2.0,2.0491803278688523,1.7683465959328029
06073013420,Census Tract 134.20; San Diego County; California,3202.0,811.0,781.0,253.2792004996877,243.9100562148657,5.0,5.0,6.402048655569782,6.165228113440198
06073013421,Census Tract 134.21; San Diego County; California,4133.0,610.0,514.0,147.5925477861118,124.36486813452696,6.0,6.0,11.673151750972762,9.836065573770492
06073013422,Census Tract 134.22; San Diego County; California,4213.0,687.0,732.0,163.06669831474008,173.7479230951816,0.0,0.0,0.0,0.0
06073013423,Census Tract 134.23; San Diego County; California,3315.0,821.0,591.0,247.66214177978884,178.28054298642533,1.0,1.0,1.6920473773265652,1.218026796589525
